Classify_Row1_NumObjectsPerBin,Classify_Row1_PctObjectsPerBin,Classify_Row2_NumObjectsPerBin,Classify_Row2_PctObjectsPerBin,Classify_Row3_NumObjectsPerBin,Classify_Row3_PctObjectsPerBin,Classify_Row4_NumObjectsPerBin,Classify_Row4_PctObjectsPerBin,Classify_Row5_NumObjectsPerBin,Classify_Row5_PctObjectsPerBin,Classify_Row6_NumObjectsPerBin,Classify_Row6_PctObjectsPerBin,FileName_original,Height_original,ImageNumber,PathName_FinalObjectNumbers,PathName_original,Threshold_FinalThreshold_Prespots,Threshold_OrigThreshold_Prespots,Threshold_SumOfEntropies_Prespots,Threshold_WeightedVariance_Prespots,Width_original
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 0.1 mM Manganese Day 2_top_left.tif,1308,1,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.3456169452328925,0.0,1257
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 0.1 mM Manganese Day 2_top_right.tif,1293,2,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.345420094529147,0.0,1257
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 0.25 mM Cobalt Day 2_top_left.tif,1251,3,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.345549366117346,0.0,1281
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 0.25 mM Cobalt Day 2_top_right.tif,1257,4,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.34503362879859,0.0,1269
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 0.25 mM Zinc Day 2_top_left.tif,1287,5,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.345088458082497,0.0,1272
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 0.25 mM Zinc Day 2_top_right.tif,1269,6,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.345533594563252,0.0,1281
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 0.5 mM Cobalt Day 2_top_left.tif,1242,7,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.345361491745996,0.0,1278
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 0.5 mM Cobalt Day 2_top_right.tif,1266,8,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.344793510835668,0.0,1302
5,16.666666666666668,6,20.0,4,13.333333333333334,6,20.0,5,16.666666666666668,4,13.333333333333334,7-05-2020 Plates 1-2 1 mM Cobalt Day 2_top_left.tif,1275,9,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.34421828207649,0.0,1335
6,20.689655172413794,6,20.689655172413794,3,10.344827586206897,6,20.689655172413794,5,17.24137931034483,3,10.344827586206897,7-05-2020 Plates 1-2 1 mM Cobalt Day 2_top_right.tif,1290,10,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.344879815326521,0.0,1308
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 10 mM Magnesium Day 2_top_left.tif,1266,11,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.345158761959182,0.0,1266
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 10 mM Magnesium Day 2_top_right.tif,1248,12,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.345576206472353,0.0,1287
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 2 mM Magnesium Day 2_top_left.tif,1287,13,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.345298295571985,0.0,1272
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 2 mM Magnesium Day 2_top_right.tif,1230,14,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.3452875065162475,0.0,1233
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 2.5 mM Manganese Day 2_top_left.tif,1269,15,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.345665625890964,0.0,1248
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 2.5 mM Manganese Day 2_top_right.tif,1254,16,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.3448280124010505,0.0,1320
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 3 mM Manganese Day 2_top_left.tif,1272,17,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.345232490706261,0.0,1236
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 3 mM Manganese Day 2_top_right.tif,1281,18,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.345502867806239,0.0,1227
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 5 mM Magnesium Day 2_top_left.tif,1275,19,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.3454918987202,0.0,1293
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 5 mM Magnesium Day 2_top_right.tif,1263,20,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.345071250233373,0.0,1257
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 5 mM Zinc Day 2_top_left.tif,1275,21,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.345009476848944,0.0,1248
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 5 mM Zinc Day 2_top_right.tif,1260,22,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.345565959788491,0.0,1248
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 7.5 mM Zinc Day 2_top_left.tif,1272,23,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.345464769203954,0.0,1287
6,17.142857142857142,6,17.142857142857142,6,17.142857142857142,6,17.142857142857142,6,17.142857142857142,5,14.285714285714286,7-05-2020 Plates 1-2 7.5 mM Zinc Day 2_top_right.tif,1266,24,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.3452888132019964,0.0,1257
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 leu- Day 2_top_left.tif,1257,25,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.3566073550726045,0.0,1290
6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,6,16.666666666666668,7-05-2020 Plates 1-2 leu- Day 2_top_right.tif,1260,26,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Results Plate 1/Object Numbers,/Users/ericjordahl/OneDrive - University of Pittsburgh/O'Donnell Lab/Summer 2020 Quantification/Spot Assay Quantification/Plate 1 Images,0.1,0.1,-6.345476706061645,0.0,1260
